0,-13.9,-10.0,72.1,12.5,71.9,12.6,","
1,-13.3,-9.9,-0.6,52.6,-0.7,52.5,","
2,-13.3,-9.9,-0.9,52.7,-1.0,52.7,","
3,-128.8,-58.0,86.2,-32.0,86.1,-32.2,","
4,-132.7,-57.8,85.5,-31.8,85.4,-32.0,","
5,136.1,8.0,-45.5,-43.8,-45.5,-43.8,","
6,63.9,13.7,91.3,-10.5,91.2,-10.5,","
7,64.3,13.7,91.1,-10.4,90.9,-10.5,","
